epoch,lr,train_loss,train_ce,train_velocity,train_commit,train_perplexity,val_loss,val_ce,val_velocity,val_commit,val_perplexity,epoch_sec,improved,epochs_since_improve
1,0.00019999454435186845,4.402313097730859,4.398598907055793,0.007064848872923667,0.009088166536953808,159.70980506429038,4.283364518048012,4.2795427596732365,0.007166733502805845,0.011919639456047588,171.93915150263538,265.0661299228668,True,0
2,0.00019997817800574712,4.208758218141345,4.201622518819648,0.007161172526410793,0.17775533596724996,356.6947749125493,4.0867762239012,4.075175892816831,0.007034883174203234,0.4041438310930174,381.8026741759418,260.46685767173767,True,0
3,0.0001999509027563903,4.067322082914315,4.0483947138894685,0.0071354275565540005,0.767982896852803,639.6856211129721,4.00068841895012,3.9714557275380176,0.0069829612517448725,1.2870617892644176,510.0008716321971,260.1639587879181,True,0
4,0.0001999127215948364,3.991549953044235,3.9536084300511845,0.007187400779735249,1.7173912360683663,707.1616605288023,3.949685462533611,3.8948467757603895,0.006957420789037053,2.568000362343984,555.7438592780127,259.8166079521179,True,0
5,0.0001998636387080801,3.935605139314354,3.8758787586317434,0.007185344137145545,2.806685575223588,748.8250190933029,3.8940793128862774,3.811220547924303,0.006867564136596167,3.9712498906540543,628.4700559851242,262.6650137901306,True,0
6,0.00019980365947861302,3.8994356163523416,3.8132893379245485,0.0071590444180425015,4.128338268244422,775.3053440242619,3.865136300047783,3.761568892492007,0.006803345920722166,5.0082874232775545,659.6678734348245,261.531950712204,True,0
7,0.00019973279048383355,3.8712397655109307,3.7689775874862423,0.0071122274331917815,4.935303207341727,786.0840942085563,3.835814417225041,3.7173537162885273,0.006745495342279542,5.7543983132871865,688.2548318105202,260.32167649269104,True,0
8,0.00019965103949532567,3.85018354886538,3.7359452563059796,0.007072751135519984,5.53509616890511,795.062824100643,3.8238842781275917,3.6940493681659436,0.006705898003754754,6.324098247371308,705.5777671500429,259.92490339279175,True,0
9,0.00019955841547800645,3.838134809360876,3.713362601670352,0.007028495819177841,6.062898223276262,799.2221780752207,3.8202866920053142,3.676787170645309,0.006674249844676624,7.0081188319480585,712.1985908403789,260.3361461162567,True,0
10,0.0001994549285891432,3.828258460798821,3.695163876205296,0.007005420915991092,6.479593746847921,802.1596774311809,3.8021591820128977,3.656964707047972,0.006645226395012785,7.09359277437811,716.5940008294092,259.93585228919983,True,0
11,0.00019934059017723943,3.8205166739689838,3.6795667020918486,0.0069704451193797175,6.873237605605807,805.2577825769201,3.7984252498574453,3.638970087652337,0.006593043514055341,7.80793318683154,723.2475393634953,259.84862995147705,True,0
12,0.00019921541278079057,3.814136552539739,3.6653038669716227,0.006931243940217227,7.268353266375406,806.833861313857,3.806898152991517,3.6345845346581447,0.006583092268556356,8.451102949168584,726.48611157561,259.82250356674194,False,1
